Date,Open,High,Low,Close,Adj Close,Volume
2020-07-11,1.000042,1.003414,0.996743,1.001052,1.001052,16806691103
2020-07-12,1.000927,1.004931,0.997131,0.998634,0.998634,18560508406
2020-07-13,0.998290,1.005166,0.994896,0.999552,0.999552,23293356124
2020-07-14,1.001766,1.005037,0.996849,0.999046,0.999046,21927614040
2020-07-15,0.998969,1.004457,0.997111,0.999444,0.999444,19801020732
2020-07-16,0.999073,1.006767,0.997518,0.999980,0.999980,20174060342
2020-07-17,0.999689,1.004027,0.996454,0.999616,0.999616,16824229378
2020-07-18,0.999748,1.007184,0.996334,0.998795,0.998795,15430964635
2020-07-19,0.998669,1.005289,0.994717,0.998352,0.998352,16068695380
2020-07-20,0.998407,1.004224,0.997018,1.000602,1.000602,16920167824
2020-07-21,0.999967,1.003540,0.994910,0.998894,0.998894,22047241258
2020-07-22,0.998895,1.004213,0.990811,1.000877,1.000877,21007802308
2020-07-23,1.000531,1.003688,0.996425,0.998186,0.998186,24897129948
2020-07-24,0.998255,1.003818,0.997001,0.998993,0.998993,22338273101
2020-07-25,0.999502,1.003306,0.996620,0.998062,0.998062,25077707687
2020-07-26,0.998049,1.009557,0.993857,0.998871,0.998871,28852807826
2020-07-27,0.998796,1.013799,0.991744,1.001097,1.001097,44309144839
2020-07-28,0.997672,1.008092,0.995715,1.000854,1.000854,37054214114
2020-07-29,1.000433,1.008560,0.995656,1.002540,1.002540,31945080196
2020-07-30,1.002462,1.007224,0.998881,1.001863,1.001863,30145197612
2020-07-31,1.001382,1.004643,0.997483,1.000141,1.000141,31216575237
2020-08-01,0.999884,1.003143,0.992579,0.997013,0.997013,36596724667
2020-08-02,0.996900,1.056373,0.991539,0.997851,0.997851,43620863810
2020-08-03,0.997868,1.023487,0.993891,1.001414,1.001414,29956228167
2020-08-04,1.001436,1.007190,0.997384,1.000399,1.000399,32423781475
2020-08-05,1.000196,1.008507,0.999533,1.003089,1.003089,33191883907
2020-08-06,1.003039,1.006458,0.999346,1.000175,1.000175,32564418808
2020-08-07,1.000334,1.015854,0.998067,1.002846,1.002846,35097319459
2020-08-08,1.002856,1.008658,0.999265,1.000164,1.000164,25836510740
2020-08-09,0.999828,1.009512,0.998618,1.003170,1.003170,26113895986
2020-08-10,1.004491,1.018506,0.999212,1.001059,1.001059,36347245628
2020-08-11,1.000569,1.009408,0.996915,1.003691,1.003691,39924390806
2020-08-12,1.003745,1.024367,0.995209,1.013791,1.013791,38419235281
2020-08-13,1.013307,1.023752,0.998415,1.020210,1.020210,45360887997
2020-08-14,1.021125,1.025900,0.991814,1.001024,1.001024,38417750789
2020-08-15,1.001003,1.010070,0.998149,1.001032,1.001032,38681122091
2020-08-16,1.001093,1.008545,0.997908,1.001881,1.001881,35603319606
2020-08-17,1.001907,1.016629,0.996617,1.000111,1.000111,43047212745
2020-08-18,1.000096,1.009476,0.997239,1.002720,1.002720,40873174066
2020-08-19,1.002423,1.009824,0.998800,1.002408,1.002408,40666046435
2020-08-20,1.002063,1.003447,0.998810,1.000409,1.000409,32746471325
2020-08-21,1.001182,1.009251,0.997231,1.004549,1.004549,41215985711
2020-08-22,1.004336,1.009489,0.999059,1.000956,1.000956,32892342495
2020-08-23,1.001264,1.004265,0.998149,1.002345,1.002345,29187550605
2020-08-24,1.002641,1.004464,0.998488,1.001976,1.001976,31794835157
2020-08-25,1.001993,1.013566,0.998970,1.002365,1.002365,42567672036
2020-08-26,1.002331,1.003726,0.998526,1.001853,1.001853,37126595563
2020-08-27,1.002745,1.007627,0.996732,1.002206,1.002206,38341362890
2020-08-28,1.001787,1.004706,0.999367,1.002036,1.002036,31740187752
2020-08-29,1.001769,1.005098,1.000094,1.002824,1.002824,31070541135
2020-08-30,1.003571,1.005187,0.998582,1.001173,1.001173,36153398644
2020-08-31,1.000800,1.005688,0.998818,1.003191,1.003191,37949635827
2020-09-01,1.003056,1.006176,0.997956,1.003957,1.003957,49809584105
2020-09-02,1.002854,1.018223,0.997990,1.001828,1.001828,52855722597
2020-09-03,1.001362,1.029082,0.991620,1.005495,1.005495,57562780194
2020-09-04,1.007422,1.018914,0.992311,1.003686,1.003686,55525478963
2020-09-05,1.003649,1.020304,0.993340,1.000151,1.000151,78154159842
2020-09-06,1.001165,1.006931,0.995432,1.002838,1.002838,66315625008
2020-09-07,1.002972,1.007879,0.993470,1.000537,1.000537,59139010478
2020-09-08,1.000079,1.007425,0.990326,1.001025,1.001025,56334310286
2020-09-09,1.000862,1.006574,0.998093,1.002102,1.002102,42234198845
2020-09-10,1.001759,1.009916,0.994600,1.001457,1.001457,52111960702
2020-09-11,1.000978,1.012118,0.992306,1.001517,1.001517,46009434500
2020-09-12,1.001071,1.013069,0.997937,1.001307,1.001307,43506381696
2020-09-13,1.001163,1.007473,0.995756,0.999213,0.999213,46330693824
2020-09-14,0.998951,1.013686,0.993981,1.001289,1.001289,49936255991
2020-09-15,1.001485,1.006307,0.998797,1.002487,1.002487,49718173930
2020-09-16,1.002499,1.006826,0.999355,1.003444,1.003444,50682289026
2020-09-17,1.003811,1.005350,0.999017,1.001878,1.001878,51695424541
2020-09-18,1.001310,1.017358,0.997177,0.999502,0.999502,47248825663
2020-09-19,1.001693,1.005516,0.996977,1.002017,1.002017,37361830219
2020-09-20,1.002247,1.007621,0.996914,1.002654,1.002654,39841903146
2020-09-21,1.001886,1.008340,0.996663,1.003263,1.003263,51961935426
2020-09-22,1.003398,1.006741,0.998589,1.001444,1.001444,38413876677
2020-09-23,1.001483,1.009862,0.995910,1.002652,1.002652,36739811272
2020-09-24,1.002472,1.005157,0.995470,1.002381,1.002381,37248150301
2020-09-25,1.002066,1.004900,0.998189,1.002644,1.002644,35285620791
2020-09-26,1.002149,1.004706,0.997937,1.002689,1.002689,30862279525
2020-09-27,1.003046,1.007471,0.997330,1.000534,1.000534,29966648691
2020-09-28,1.000841,1.006621,0.996960,1.002695,1.002695,35171797337
2020-09-29,1.002696,1.004914,0.998740,1.001193,1.001193,31247725836
2020-09-30,1.001481,1.004950,0.999323,1.002569,1.002569,29250499357
2020-10-01,1.002445,1.008835,0.998566,0.999962,0.999962,36294182856
2020-10-02,1.000000,1.008572,0.996429,1.001953,1.001953,36941185880
2020-10-03,1.001803,1.006491,1.000141,1.002561,1.002561,23906096319
2020-10-04,1.002434,1.004871,0.999132,1.001763,1.001763,24556398344
2020-10-05,1.001922,1.004507,0.997950,1.001419,1.001419,26818936476
2020-10-06,1.001631,1.006395,0.996538,1.001835,1.001835,36772723041
2020-10-07,1.001684,1.006026,0.999334,1.000901,1.000901,28509871425
2020-10-08,1.001056,1.005807,0.994796,1.001632,1.001632,33458865269
2020-10-09,null,null,null,null,null,null
2020-10-10,1.001147,1.001356,1.000774,1.000884,1.000884,41298643279
2020-10-11,1.000931,1.001261,1.000511,1.000734,1.000734,36190854082
2020-10-12,null,null,null,null,null,null
2020-10-13,null,null,null,null,null,null
2020-10-14,1.001103,1.001324,1.000766,1.001007,1.001007,42676684541
2020-10-15,1.000996,1.001158,1.000686,1.000796,1.000796,40681227712
2020-10-16,1.000850,1.001113,1.000567,1.001047,1.001047,42355198410
2020-10-17,1.000920,1.001271,1.000606,1.000697,1.000697,31063236700
2020-10-18,1.000715,1.000944,1.000603,1.000784,1.000784,29893695719
2020-10-19,1.000774,1.001068,1.000376,1.000853,1.000853,35567986142
2020-10-20,1.000784,1.001121,1.000461,1.000985,1.000985,43872844120
2020-10-21,1.000979,1.002154,1.000742,1.001834,1.001834,60904084735
2020-10-22,1.001923,1.002003,1.000827,1.001091,1.001091,51457694149
2020-10-23,1.001069,1.001285,1.000468,1.000657,1.000657,45364336403
2020-10-24,1.000657,1.001313,1.000631,1.000909,1.000909,38024192721
2020-10-25,1.000909,1.001287,1.000699,1.000721,1.000721,37992408340
2020-10-26,1.000721,1.001165,1.000497,1.000958,1.000958,53856600950
2020-10-27,1.000958,1.000977,1.000183,1.000223,1.000223,50594554703
2020-10-28,1.000223,1.000550,1.000059,1.000340,1.000340,54295663450
2020-10-29,1.000340,1.000692,1.000034,1.000349,1.000349,45899362605
2020-10-30,1.000349,1.001091,1.000160,1.000904,1.000904,48310061722
2020-10-31,1.000904,1.000921,1.000126,1.000200,1.000200,42514424089
2020-11-01,1.000200,1.000539,1.000120,1.000379,1.000379,34361640768
2020-11-02,1.000379,1.000652,1.000094,1.000523,1.000523,47077503200
2020-11-03,1.000523,1.000772,0.999929,1.000552,1.000552,45019168827
2020-11-04,1.000552,1.001127,1.000046,1.001079,1.001079,51351488942
2020-11-05,1.001079,1.001119,1.000376,1.000420,1.000420,50361326125
2020-11-06,1.000420,1.000805,0.999614,1.000296,1.000296,52898738178
2020-11-07,1.000296,1.001847,1.000108,1.001576,1.001576,56226369647
2020-11-08,1.001576,1.001777,1.000454,1.000846,1.000846,36518314883
